Tweet,Sentiment,Type,HS_Target,HS_Topic
 yang salah anggaran pendapatan dan belanja negara buat gaji sih mulut onta kerja tidak ada semoga allah cepat kasih kamu saja,Negative,Hate Speech & Abusive,Individual,Physical
memang bolot uniform resource locator,Negative,Hate Speech & Abusive,Individual,Physical
dulu karena pencitraan semua kelemahan dan kepolosannya diterima oleh kebanyakan dari kalangan rakyat orang cilik karena saat itu kita tak sadar jika dikibuli oleh modus kesederhanaan sih kaos oblong dan sandal jepit aku mau presiden baru 2019 ganti presiden,Negative,Hate Speech,Individual,Other
tapi kalau coret xc2 xb2 itu ya masih sih tanganku ini tidak bisa diam memang kalau sudah kepegang pulpen pasti bakal aku tuliskan dulu taplak meja ku pas sampai penuh coretan dinding juga ya allah kotornya untung itu sudah kelas 9 jadi aku kan aku tidak semp,Positive,Neutral,Other,Other
 atasan nya plonga plongo ya bawahan nya pada dungu rezim tidak pikir ,Negative,Hate Speech & Abusive,Group,Other
 namanya juga perusahaan milik asing xf0 x9f x98 x81 xf0 x9f x98 x82 xf0 x9f x98 x81 ,Positive,Neutral,Other,Other
 muka muka pecun nih ,Negative,Hate Speech & Abusive,Individual,Physical
 memang semua yang tidak beriman kepada allah itu kafir dan semua nabi yang pernah diutus beriman kepada allah terus kamu memaksakan referensi orang kafir pakai kaidah orang muslim kamu memaksakan resep dokter buat bikin rumah namanya tidak menyambung dongoooo ,Negative,Hate Speech & Abusive,Individual,Religion
ketika potong rambut malah kependekan dan culun ,Positive,Neutral,Other,Other
 aduh kasihan lihat argumenmu asep dan kalau tidak bisa lihat secara langsung arab minimal baca tentang negara arab surat pemberitahuan tahunan apa di sana dan negara negara arab sekarang banyak kerja sama dengan cina yang kamu bilang komunis dan miris aaah ,Positive,Neutral,Other,Other
 bila aku dengar go go dan pak jika yang dia sebut made itu aku suka gila haha ,Positive,Neutral,Other,Other
 ya gustiiii apakah ini yang dinamakan berengsek begitu menemukan ai konfrontasi saja langsung dan baik baik ketahuan istri lo kenapa xe2 x80 xa6 ,Negative,Abusive,Other,Other
 setan kamu ,Negative,Hate Speech & Abusive,Individual,Other
 pelabur asing sudah sedar sejak awal lagi hilang keyakinan dalam penadbiran rejim firaun dan badan penyelenggara jaminan sosial kesehatan,Positive,Neutral,Other,Other
 mungkin ya karena terbiasa narasi kekerasan jadi kata bom yang sensitif dalam situasi sekarang ini tidak bera i apa apa buat mereka mereka pikir itu untuk mem,Positive,Neutral,Other,Other
2 dan xe2 x80 x9csayaaaaang xe2 x80 x9d dan xe2 x80 x9ckamu dimana xe2 x80 x9d dan xe2 x80 x9cby xe2 x80 x9d 123456789x dan xe2 x80 x9cudah makan xe2 x80 x9d dan xe2 x80 x9caku takut diajak minum xe2 x80 x9d dan xe2 x80 x9csebatang boleh xe2 x80 x9d dan xe2 x80 x,Positive,Neutral,Other,Other
2 saya memiliki teman yang hampir tidak bisa berbicara tidak bisa ke semua ajakan temannya dia amat sangat mudah bergaul kalau berbicara agak ceplos ceplos tanggung jawab dan rasa ambisiusnya juga tinggi dia berasal dari suku jawa yang sangat mencintai kebuda,Positive,Neutral,Other,Other
aku tengah makan nasi kandang sambil scroll twitter pasti naik gambar jamban dekat lini masa bangang betul lah ,Positive,Neutral,Other,Other
 usut terus kasus korupsi sandiaga dan anies batalkan pengangkatan anies sandi ,Negative,Hate Speech,Group,Other
kemarin beli ayam sudah dipotong tapi lama banget matinya itu ayam nih masih kejang kejang sama sih tukang ayam langsung di rendam di air panas aku protes tidak mau beli tetapi dia memelas nya sudah aku bayar tapi aku buang ayamnya masak makan bangkai dan syariat islam harga mati ,Positive,Neutral,Other,Other
 ha ini enaknya di sate atau di saus padang titit sebesar begini ,Negative,Abusive,Other,Other
 percuma tidak perlu di ingatkan bang kalau orang di hatinya sudah te anam sifat dan ajaran iblis orang itu pasti intoleran dan dia akan mengadu domba tabur kebencian sara dan lain lain ,Negative,Abusive,Other,Other
nama lengkap iris jung dan nama asli jung an ri dan tempat tanggal lahir busan 10 agustus 1991 dan agama katolik ,Positive,Neutral,Other,Other
 ogah gue pilih pilih lesbi juga kawin ,Positive,Neutral,Other,Other
hari ini rilis survei elektabilitas calon wali kota dan calon wakil wali kota pilihan kepala daerah kota bogor 2018 jam 12 00 waktu indonesia bagian barat be empat di hotel royal padjadjaran ruang padjadjaran 6 lantai 9 jalan padjadjaran no 12 kota bogor rilischa a pilihan kepala daerah kota bogor,Positive,Neutral,Other,Other
apa nakal nakalan saja ya besok pakai apa begitu wkwk entah kenapa lagi sarap ,Negative,Abusive,Other,Other
 badut it bukan oh iya juga ya baru sadar kalau bunga bangkai bagaimana ,Positive,Neutral,Other,Other
 lihat kelakuan trio cebong berengsek ini kalau ketemu orang orang ini kalian mau apakan twit uniform resource locator,Negative,Abusive,Other,Other
 coco lee bukan kayak begini matanya lebih sipit sama kulitnya agak tanned begitu kalau sih tata young kan blasteran amerika deh kayaknya ,Positive,Neutral,Other,Other
 saweran jawa tengah bukti dukungan terus mengalir untuk mbangun jateng mukti bareng dukungan rakyat bukti kecintaan dan keberpihakan pada pemimpin yang bersih ,Positive,Neutral,Other,Other
media yang layak dibaca po al berita khusus bank bank milik negara mengulas seputar ekonomi bisnis keuangan dan perbankan,Positive,Neutral,Other,Other
6 memaksa banget ingin jadi presiden padahal mas paling cuma bisa jadi maling uang rakyat amp gaya politiknya selalu pakai ayat mayat dan agama demi ambisi orang sepe i ini otaknya normal apa tidak ya mardani kelimpungan,Negative,Hate Speech & Abusive,Individual,Other
 buat orang terkontaminasi paham kiri ateis komunis tentu saja panas dengar ayat berhentilah mengusik ketenangan kami ,Positive,Neutral,Other,Other
ahok kafir bukan hanya maling tapi juga garong lahan laut milik nelayan dirampok dirampas untuk reklamasi yang menguntungkan cina cina kafir ,Negative,Hate Speech & Abusive,Individual,Religion
 kafir selesai sudah xf0 x9f xa4 xa3 ,Negative,Abusive,Other,Other
anggota dewan perwakilan rakyat dan dewan perwakilan daerah yang terhormat apakah posting yusuf mansyur termasuk penipuan alquran 4 91 bunuhlah 8 12 penggalah,Negative,Hate Speech,Group,Religion
 pak muhammad bejat allah subhanahu wa taala dungu biadab tak dibantah kementerian agama harus sosialisasikan,Negative,Hate Speech & Abusive,Group,Religion
peduli rohingya saya melihat rezim sepe i tidak peduli akan nasib muslim rohingya dari pe sama tidak ada keluar kecaman dari mulutnya,Negative,Hate Speech,Individual,Religion
 rasulullah bilang xe2 x80 x9ctiap bayi terlahir suci dan orang tuanya yang menentukan dia jadi yahudi nasrani atau majusi xe2 x80 x9d ,Positive,Neutral,Other,Other
 dia mafia kelas kakap join sini juga jadi manusia homo ,Negative,Abusive,Other,Other
 kata cebong dolar naik tidak berpengaruh matamu picek ganti presiden 2019 ,Negative,Hate Speech & Abusive,Individual,Physical
cek yuk begitu komisi pemberantasan korupsi periksa gubernur sumatra utara dan calon wakil gubernur ijeck sah komisi pemberantasan korupsi memeriksa gubernur sumatra,Positive,Neutral,Other,Other
 kamu kunyuk ,Negative,Abusive,Other,Other
 rezim paling bejat ya rezimnya negara hancur kebanyakan impo nrp nyungsep dibilang dolar yang menguat harga sawit hancur,Negative,Hate Speech & Abusive,Individual,Other
 bani tanpa sumbu alias taplak alias cebong mulai berkerumun xf0 x9f x98 x82 ,Negative,Hate Speech & Abusive,Group,Other
 infrastruktur yang mana era susilo bambang yudhoyono bangun setahu saya tidak ada,Negative,Hate Speech,Individual,Other
 diktator jokowi itu betul betul jongos nahdlatul ulama ulama,Negative,Hate Speech & Abusive,Individual,Religion
ketua komisi pemelihan umum menilai debat pilihan gubernur jawa timur berlangsung menarik,Positive,Neutral,Other,Other
5 april 1815 gunung tambora di sumbawa nusa tenggara barat meletus naskah lokal mencatat meletusnya gunung tambora salah satunya karena allah murka pada raja tambora ,Positive,Neutral,Other,Other
demo dipersulit cuma di zaman jokowi,Negative,Hate Speech,Individual,Other
 bukan keren lagi namanya saja gubernur indonesia presiden karang saja tidak dan yang bilang presiden indonesia presiden cebong baru banyak yang bilang wkwk ,Negative,Hate Speech & Abusive,Individual,Other
anggota dewan perwakilan rakyat ri keberadaan perawat amat dibutuhkan karenanya harus dapat penghargaan setimpal,Positive,Neutral,Other,Other
 bukannya ada gereja kristen jawa ya ,Positive,Neutral,Other,Other
 jangan sok polos itu genitnya kayak banci ,Negative,Hate Speech & Abusive,Individual,Gender
 pak jokowi bisa menguasai saham pt frefoo 51 persen kaum bani cabul kaum kampret yang kejang yang nyinyir ,Negative,Hate Speech & Abusive,Group,Other
 maksudnya dia cacat ,Positive,Neutral,Other,Other
 dalam beberapa hal banyak silang pendapat ulama tetapi yang tidak silang pendapat adalah diantaranya salat di awal waktu amp menikah,Positive,Neutral,Other,Other
 bah otak onta satu ini benar benar sedeng sudah saya tau ulama mu membicarakan ekonomi muslim jangan di ulang ulang onta somplak saya hanya tanya itu bagaimana cara memperkuat ekonomi muslim begitu,Negative,Hate Speech & Abusive,Individual,Physical
bodoh menyampah aku baca semua romor pasal transfer window nanti baik cakap je senang semua player star penyerang power tengah power def power sedang diburu oleh manchester united club lain boleh pergi main jauh jauh sebab menyu nak kumpul semua star dalam club sekian kepala bana ,Positive,Neutral,Other,Other
 itu anda katolik jangan samakan dengan km umat islam akidah km berbeda dengan anda ,Positive,Neutral,Other,Other
rentetan kasus kriminal terkait perbankan mulai dari skimming hingga pembobolan kakak kamu kredit ini membuat nasabah was was akan keamanan data mereka ,Positive,Neutral,Other,Other
menyamakan allah subhanahu wa taala yang dungu biadab dengan tuhan di balik gerhana adalah penyesatan,Negative,Hate Speech & Abusive,Group,Religion
lewat kamar kamu lihat kamu elusi memek he apa itu tangannya barom fc ,Negative,Abusive,Other,Other
presiden kita baiknya terlalu sedikit bohongnya terlalu banyak blokir jokowi lengserkan jokowi,Negative,Hate Speech,Individual,Other
 coba kalau bukan petugas pak ai saya rasa bisa menjalankan pemerintahan dengan benar dan tidak perlu banyak infrastruktur kalau sektor yang lain malah enggak jalan kok sekarang malah banyak hutang dan banyak tenaga kerja asing yang masuk pikirkan itu jangan banyak pencitraan ,Negative,Hate Speech,Individual,Other
 karena tidak ada kristen transnasional yang ingin mengubah dasar negara indonesia makanya tidak perlu embel embel xf0 x9f x98 x83 xf0 x9f x98 x83 xf0 x9f x98 x83 ,Positive,Neutral,Other,Other
kehilangan kedua tangan dan kakinya xe2 x80 x9d setelah berdiam cukup lama ibunya mengatakan xe2 x80 x9cbaiklah tidak apa apa jika hanya beberapa hari tetapi sangat merepotkan untuk mengurus orang cacat itu akan menjadi beban bagi kami mungkin akan,Positive,Neutral,Other,Other
 2019 ganti presiden karena saya butuh pemimpin yang pro pribumi bukan pro tenaga kerja asing,Negative,Hate Speech,Individual,Other
 cebong belum gubernur aceh itu pak ai pengusungnya partai demokrasi indonesia perjuangan ,Negative,Hate Speech & Abusive,Group,Other
 bohay itu bokong nya doggy gaya enak ,Negative,Abusive,Other,Other
 ingat berita tentang adanya tempat tidur di ruang kerja wakil ketua dewan perwakilan rakyat ini buat apa ya ,Positive,Neutral,Other,Other
2 lahir dari keluarga kristen ronald banyak berhubungan dengan tetangganya yang muslim dan dari keluarga bapaknya banyak kerabat dari muslim hubungan mereka baik baik saja sebelum pecah konflik 1999 diskusi ,Positive,Neutral,Other,Other
rakyat butuh pangan yang disediakan beton be ulang ,Positive,Neutral,Other,Other
warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali be emu dengan gubernur banten wahidin halim hari ini sabtu 21 4 seba baduy 2018 gaaaasss,Positive,Neutral,Other,Other
 orang udik sok pintar ya begini ini jadinya yang keluar dari congornya ,Negative,Hate Speech & Abusive,Individual,Other
genosida muslim rohingya oleh teroris buddha myanmar uniform resource locator 80 desa muslim rohingya telah dibakar teroris buddha ,Negative,Hate Speech,Group,Religion
ya allah pak pendukung pendukung anda gampang benar anjing anjing in orang padahal dia saudari kurang baca pemerintah batal dapat 51 saham fan page fan page bantah telah sepakat divestasi 51 saham sudah menebar hoaks menjelekkan dan pak apa o lagi,Negative,Hate Speech & Abusive,Individual,Other
harusnya di peringatkan kalau masih jahat sama islam akan di usir cina buddha di indonesia,Negative,Hate Speech,Group,Religion
dukungan lingkungan kurangnya imunisasi kasih sayang yang cukup dan kebutuhan ekonomi dapat mempengaruhi nafsu makan kebutuhan kesehatan ,Positive,Neutral,Other,Other
 pengembangan industri 4 0 menjadi sebuah peluang signifikan bagi indonesia dalam meningkatkan daya saing produk industri nasional di pasar global leonard tampubolon deputi bidang ekonomi badan perencanaan pembangunan nasional ready for industry 4 0 fm,Positive,Neutral,Other,Other
 haha pak mana yang cina entah yang aku paham aku balas lah cina balik yang tak paham hmmmm ,Positive,Neutral,Other,Other
suruh jawab salam pun susah ke anak babi nih oi babi nya jeezzzz ,Negative,Hate Speech & Abusive,Individual,Other
ramai ramai hijrah ke pbb pengamat kemungkinan ppp tidak lolos ambang batas parlemen,Positive,Neutral,Other,Other
 video lengkap ada di youtube ya 30 menit sekian dan mejelekkan susilo bambang yudhoyono kamu cari saja strategi prabowo ,Negative,Hate Speech,Individual,Other
 gue lebih setuju kalau dewan perwakilan rakyat yang di bubarkan,Negative,Hate Speech,Group,Other
setelah as menyerang suriah yang didukung israel turki dan arab saudi warga palestina yang di jalur gaza melakukan aksi demo bakar bendera as amp beri dukungan kepada presiden suriah bashar al assad pe anyaanya yang suka demo bawa bendera palestina kem,Positive,Neutral,Other,Other
 hidup pak jokowi ada layak menjadi presiden 5 tahun ke depan lagi,Positive,Neutral,Other,Other
 anjir tertawa mulu gue ,Negative,Abusive,Other,Other
 yakin deh yang pencitraan cuma jokowi,Negative,Hate Speech,Individual,Other
 apa apa apa apa apa calon presiden cuma jago cocot apa apa apa mengurusi daerah khusus ibukota tidak becus apa apa apa apa ,Negative,Hate Speech & Abusive,Individual,Other
 siswi madrasah ngentot di ke kebun dan dan hijab ngentot ngewe bahan coli blowjob kulumkan kontol uniform resource locator,Negative,Abusive,Other,Other
malas banget mengikuti namanya politik indonesia gue menunggu presiden yang bisa bikin indonesia semaju singapura bahkan kayak dubai baru gue dukung 1000 politik indonesia adalah masih 70 cuit cuit maaf gue berbicara begini karena ini adalah fakta ,Negative,Hate Speech,Group,Other
yang satu adalah foto terus tidak dimana mana foto sendiri lagi aduh ,Positive,Neutral,Other,Other
 sumpah tidak menyambung sama sekali asahan di pe 1 sudah pernah ini guenya yang bego apa bagaimana ,Negative,Abusive,Other,Other
 kapan dan dan kemana aku harus pergi dan suara terdengar setengah berbisik hingga hanya dirinya sendiri yang mungkin dapat mendengarnya kopor yang dia tarik seolah menjadi saksi bisu dari ketidakberdayaannya saat ini tidak ada arah dan tujuan hanya,Positive,Neutral,Other,Other
 mungkin juga bisa cuma waktu zamannya super junior gue tidak begitu tau tapi kan tau sendiri akhir akhir ini orang indonesia bagaimana asal korea sedikit dibilang kafir you know what i mean plastik apalagi habis insiden pol kemarin but kalau memang berjalan baik alhamdulillah,Positive,Neutral,Other,Other
aku tak paham lah apa motif setengah setengah individu yang ada kuasa autoriti yang rakyat bagi nih cuba ketengahkan terutama sekali penggunaan bahasa cina untuk pernyataan pernyataan te entu kenapa eh nak kena guna bahasa cina ,Positive,Neutral,Other,Other
 udik kamu ,Negative,Hate Speech & Abusive,Individual,Other
 hati juga organisasi dengan paham terlarang di bumi pancasila jadi harus segera di bubarkan,Negative,Hate Speech,Group,Religion
hai guys sebentar lagi agustus jangan lupa dibundari ya tanggalnya tanggal 12 agustus 2018 yuk kita seru seruan bareng kami kocak aula nada kak mila armidya sari kiwil lutfi afifih cungkring arjuna jawa si kribo jimat dan aku ,Positive,Neutral,Other,Other
kevin sanjaya ini memang geblek ,Negative,Hate Speech & Abusive,Individual,Other
2 kesukaan atas ganjar pranowo disebabkan beberapa gebrakan penting yang dilakukan olehnya selama menjabat sebagai gubernur jawa tengah ekotren ganjar yasin no 1,Positive,Neutral,Other,Other
solusinya ada dua pilihan a inya harus melalui ekonomi 1 anda memilih ekonomi perdagangan 2 atau anda memilih ekonomi negara ,Positive,Neutral,Other,Other
 woi kecoa kamu bisa baca dari atas jangan terlalu dungu ya dasar kecoa xf0 x9f x98 x85 ,Negative,Hate Speech & Abusive,Individual,Other
habis berenang di safari pasti mata sepet risiko mata sipit mudah mengantuk xf0 x9f x98 x91 ,Positive,Neutral,Other,Other
 banyak bacot saja kamu sekarang kok diobok obok itu ,Negative,Hate Speech & Abusive,Individual,Other
 70 indonesia kalau tidak salah sudah di kuasai cina bang,Negative,Hate Speech,Group,Race
 tapi aku tetap berdiri kukuh dengan twit pe sama aku menggunakan agama untuk mainan politik ,Positive,Neutral,Other,Other
 arab saudi komunis hanya antek partai komunis indonesia yang mengkriminalisasi ulama,Negative,Hate Speech,Group,Race
 soalnya kalau pas dirazia polisi siswa partai keadilan sejahtera polisi keamanan sekolah yang tidak pakai kerudung disuruh rambutnya diikat yang berjilbab tapi pas dirazia terciduk tidak pakai jilbab disuruh pakai taplak sampai jam pulang wkwk ,Positive,Neutral,Other,Other
kalau pak jokowi diam dan merasa tidak terusik bisa apa bisa jadi peristiwa itu ada salahnya sih kunyuk narseto bawa nama pak jokowi sekarang kayak dulu sebelum jadi republik indonesia 1 pelaporan dua puluh tujuh meter setelah jadi republik indonesia 1 setiap bulan tidak ada pengeluaran gaji ditabung pasti kayak lah uniform resource locator,Negative,Hate Speech & Abusive,Individual,Other
belum selesai pe andingannya belum bisa dibilang comeback,Positive,Neutral,Other,Other
dap anti islam undipkrundidap mohon sebarkan seluasnya jangan benarkan dap menjajah walau satu inci pun bumi malaysia nih allahu akbar,Positive,Neutral,Other,Other
 kamu kan transgender iyakan saja biar kamu tenar ,Negative,Hate Speech,Individual,Gender
mau telepon kampret begitu yakkkk nyatanya tolong sekarat ,Negative,Abusive,Other,Other
 bukannya teraweh malah menyebar spoiler anjir anjir jancuk lah ,Negative,Abusive,Other,Other
 direct message di memek maksudnya telur ,Negative,Abusive,Other,Other
 jaka a diambang kehancuran ditangan anies dan sandi karena mereka berdua tidak bisa apa apa bro,Negative,Hate Speech,Group,Other
 secara alami perempuan selalu memberi perhatian kepada anak anak dan keluarga itu yang membuat gerakan perempuan menjadi penting karena ia selalu fokus pada kesejahteraan keluarga yang a inya kesejahteraan rakyat juga terjamin selamat hari kakak ini,Positive,Neutral,Other,Other
kacau palsu sok cantik munafik pembohongan publik sensasi dan yang pasti bencong uniform resource locator,Negative,Hate Speech & Abusive,Individual,Gender
 tidur bolot ,Negative,Abusive,Other,Other
 era rejim kacung apa saja bisa terjadi dan 2019 ganti presiden ,Negative,Hate Speech & Abusive,Individual,Other
 komunis apa sosialis ,Positive,Neutral,Other,Other
 cacat banget ican goblok ,Negative,Hate Speech & Abusive,Individual,Physical
 aku sama mas xc2 xb2 jawa katolik mas xc2 xb2nya berewokan semua apakah sebuah kebetulan ,Positive,Neutral,Other,Other
 bapak reformasi tidak seharusnya sepe i itu harus nya memberi contoh yang baik bukan banyak cocot ,Negative,Hate Speech & Abusive,Individual,Other
 haduhhh haduhhh belajar gembel dari siapa ,Negative,Abusive,Other,Other
 modal cocot dapat amplop dan otak awam amp fan nya saja rawan radikalis kena penghukuman nge nuhan dengan neraka dan edan ,Negative,Hate Speech & Abusive,Group,Physical
 benar juga orang orang yang biasa njeplak asal buka mulut di depan publik itu kemungkinan besar sakau bin sarap gara gara narkoba ,Negative,Abusive,Other,Other
profil sekolah dasar negeri 1 tidore kepulauan 1998 1999 sekolah dasar negeri 9 tidore kepulauan 1999 2004 sekolah menengah pertama negeri 1 tidore kepulauan 2004 2007 sekolah menengah atas negeri 1 tidore kepulauan 2007 2010 antropologi 2010 2015 fakultas ilmu budaya universitas halu oleo kota kendari,Positive,Neutral,Other,Other
 jual memek kok di media sosial dasar pecun ,Negative,Hate Speech & Abusive,Individual,Gender
maaf sipit matamu ku skip xf0 x9f x98 x94 ,Positive,Neutral,Other,Other
jangan pakai lama untuk lengserkan sih jokowi ,Negative,Hate Speech,Individual,Other
 makanya cebong ber iq200 sekolam karena tidak bisa bedakan fakta dengan provokasi tidak bisa bedakan fakta dengan fitnah ,Negative,Hate Speech & Abusive,Individual,Other
17 susilo bambang yudhoyono paham mustahil bisa menang pemilihan presiden jika tidak didukung komunitas tionghoa khususnya para taipan pemilihan presiden itu sangat mahal ,Negative,Hate Speech,Individual,Other
 sudah siap di demo berjilid jilid sama bani cingkrang malaysia memberlakukan syariat islam tapi melegalkan perjudian dengan berbagai syarat dan ketentuan yang strict ,Positive,Neutral,Other,Other
 aduh sudah lama tidak lomba menghias telur xf0 x9f x98 x82 xf0 x9f x98 x82 dulu sekelasku ambisius semua hadiahnya padahal cuma taplak ,Positive,Neutral,Other,Other
 xe2 x86 xbb dan dan dan homo jadi mau tidak mau saya pun merasa harus membuktikan kalau saya tidak banci ke orang orang namun sepe inya gagal karena banyak faktor apalagi dengan wajah saya yang bisa dibilang terlalu manis kedoyanan para wanita untuk di uwel uwel dan dan xe2 x86 xb,Negative,Abusive,Other,Other
 tuan guru bajang jadi cebong wkwk ulama cebong ,Negative,Hate Speech & Abusive,Individual,Other
pas lagi makan dapat omelan itu rasanya sepe i makan tai kucing di pagi hari tidak pakai mengunyah asal telan saja biar cepat habis ini sarapan ,Negative,Abusive,Other,Other
 mbak kunti kuntinya itu lo xf0 x9f x91 xb,Positive,Neutral,Other,Other
2 dan sesungguhnya jika kamu mendatangkan kepada orang orang yahudi dan nasrani yang diberi al kita,Positive,Neutral,Other,Other
cerita amp lagu sih raja monyet bagian kedua uniform resource locator,Positive,Neutral,Other,Other
 amin cuma makin banyak yang melencengkan agama sejak rejim ini berkuasa kuasa allah melebihi segalanya ,Positive,Neutral,Other,Other
17 akan berbicara terkait kasus bantuan likuiditas bank indonesia ,Positive,Neutral,Other,Other
maka didirikan banyak badan ekstra konstitusional sepe i front nasional yang digunakan oleh partai komunis indonesia sebagai wadah kegiatan politik ,Positive,Neutral,Other,Other
 ingin gubernur baru,Positive,Neutral,Other,Other
 sambungan te utup dengan kekehan masih singgah di bilah bibir ocha dan berhenti saat sampai di toko kue yang ia maksud tadi dan setelah membayar ia pun langsung bergegas menuju rumah untuk menyiapkan segala sesuatu untuk milly dan menunggu sih kunyuk edisi sampai di rumah ,Negative,Abusive,Other,Other
 sepe i dulu kaum yahudi bermigrasi ke palestina bang apakah mirip di mari kalau iya kita harus sabar menunggu 2019 ganti presiden ,Negative,Hate Speech,Group,Religion
anjir te ipu lagi ,Negative,Abusive,Other,Other
dunia perfilman kembali berduka aktor kawakan deddy sutomo meninggal dunia wa a ekonomi,Positive,Neutral,Other,Other
 tai sih fadli zon ,Negative,Hate Speech & Abusive,Individual,Other
gangguan pendengaran atau ketulian menyebabkan kesulitan menjawab cepat pembicaraan makanya sering disangka dingin banget ke cewek disangka vampir padahal adalah budek tidak dengar setengah tuli ,Positive,Neutral,Other,Other
 ngewe wkwk ,Positive,Neutral,Other,Other
 ngewe an di rupiah begini ya ,Negative,Abusive,Other,Other
allah subhanahu wa taala yang anda sembah lima kali sehari tak akan memelukmu pak lukman paling dekat dia membiarkanmu bersimpuh di kakinya,Negative,Hate Speech,Group,Religion
 dari tadi kayak kunyuk hadehhh ,Negative,Abusive,Other,Other
 ayat mana yang menyebutkan kafir adalah binatang dan halal dibunuh dalam al qur an jangan buat fitnah anda dan seingat saya malah ada dalam alkitab kristen yang bilang orang yang non kristen harus dibunuh saya bisa bukti,Positive,Neutral,Other,Other
 gubernur indonesia sangat membanggakan sangat wibawa sebagai pemimpin ,Positive,Neutral,Other,Other
 yang katolik saja ,Positive,Neutral,Other,Other
 meluat betul aku dengan orang kedai yang sombong gaji kamu pun sebab customer sok muka perangai jaga itu pun nak kena xe2 x80 xa6 ,Negative,Hate Speech & Abusive,Individual,Physical
1 teroris meledakkan bom amp menewaskan puluhan orang pelakunya hanya 2 orang kira kira ini karena radikalisme yang sudah tersebar luas atau terorisnya yang memang kian hebat hingga tidak mampu ditangani aparat pelakunya terbukti hanya 2 orang coba pikir pelan pelan dengan,Positive,Neutral,Other,Other
 coba tonton kisahnya ustaz felix di youtube nder beliau terlahir dari keluarga katolik kristen dan alhamdulillah sekarang sudah mualaf masyaallah kisahnya menginspirasi sekali ,Positive,Neutral,Other,Other
 cukup sekali aku lihat pocong sama dengar suara kunti hem ,Positive,Neutral,Other,Other
 suruh minum pipis onta dulu nih bangkai abu biar tambah bego ,Negative,Hate Speech & Abusive,Individual,Other
mandi cuci kakus micin cebong kampret ,Negative,Hate Speech & Abusive,Group,Other
 diam kamu kampang ,Negative,Hate Speech & Abusive,Individual,Other
bukan saja masyarakat hari ini yang sudah menjadi sastrawan melestarikan budaya yang dahulu pernah hilang sehingga membuat masyarakat terbuka mata kepalanya bahwa merekalah yang menjadi pemilih pemimpin bangsa ini indonesia lawyers club prabowo berbalas pantun 2019belumtaus,Positive,Neutral,Other,Other
peh cha tai hyun kalau berlakon menitik air mata ,Positive,Neutral,Other,Other
entah mau jadi apa negara ku indonesia tercinta ini rakyatnya sudah banyak pada ngawur presiden disalahkan ulama disalahkan ibu bapaknya disalahkan bahkan tuhan pun juga salahkan jadi apa mau kalian mau menang sendiri merasa benar sendiri memang nya kali,Positive,Neutral,Other,Other
 ini video yang di tangerang cikupa orang iya sudah nikah tahun kemarin viral 6 orang terciduk xf0 x9f x98 x82 xf0 x9f x98 x82 rukun warga sama antek antek iya ,Positive,Neutral,Other,Other
 tertawa sambil buang sampah sarap kamu memang anjing kurap ,Negative,Hate Speech & Abusive,Individual,Other
saya sudah wanti wanti supaya itu dokter tobat tetap saja tidak bisa apa pernah seorganisasi katolik sama saya kalau akhirnya ke universitas kristen ,Positive,Neutral,Other,Other
 hai pendukung hitler kalau aku komunis dan dan dan dan ,Positive,Neutral,Other,Other
 jadi ingat uang jajan sama yang sedikit pakai kepotong bensin anter jemput sekolah tiap hari akhir pekan bela in dan xe2 x80 xa6 ,Positive,Neutral,Other,Other
22 februari 1978 masjid istiqlal diresmikan presiden soeha o rancangan masjid terbesar di asia tenggara ini karya arsitek friedrich silaban sebagai seorang kristiani dia mengalami pergulatan batin ketika merancang tempat ibadah umat islam itu ,Positive,Neutral,Other,Other
 lah iya nama penggunanya asing sih ,Positive,Neutral,Other,Other
 bani kacung kafir malah tertawa lihat twit ini ya cung ,Negative,Hate Speech & Abusive,Group,Other
 terus bisa apa kalau iya rejim kunyuk ini siapa yang berani lawan ,Negative,Hate Speech & Abusive,Group,Other
 banyak yang aneh dalam dewan perwakilan rakyat bau busuknya sangat menusuk mafia anggaran lah main proyeklah banyak bolos lah bubarkan,Negative,Hate Speech & Abusive,Group,Other
 yang di tawari bukan asing tapi orang asing xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,Positive,Neutral,Other,Other
 mbakku mua doang satu juta edan ,Negative,Abusive,Other,Other
kalau france england in the final jadinya duel dua imperialis di tanah komunis xf0 x9f x98 x82 xf0 x9f x98 x82 ,Positive,Neutral,Other,Other
ganyang partai komunis indonesia sampai ke akar akarnya uniform resource locator,Negative,Hate Speech,Group,Race
 lah sama saja ngawur kayaknya haha saya adalah tak tau a i kafir makanya saya lebih baik diam daripada sok memberi ide hehe ,Positive,Neutral,Other,Other
 betul setuju gue bosan muak apalagi sama kelakuan cebong nyinyirnya kebangetan ,Negative,Hate Speech & Abusive,Group,Other
 iya edan kayak kamu ,Negative,Hate Speech & Abusive,Individual,Physical
apa sih salahnya orang orang yang bukan cina berteman sama yang cina sampai dibilang bau cina bau cina aduh tuhan tolong sudah orang kayak begitu wkwk enggak habis pikir pikirannya sempit banget sudah walaupun gue ada cinanya juga gue di kartu tanda penduduk warga negara indonesia men bukan warga negara asing ,Positive,Neutral,Other,Other
